,Sales_ID,name,year,selling_price,km_driven,Region,State or Province,City,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,sold
242,252,Hyundai,2012,320000,100000,West,California,San Diego,Petrol,Individual,Manual,Second_Owner,18.5,1197,80.0,"11.4 kgm at 4,000 rpm",5,Y
273,284,Tata,2012,290000,60000,South,North Carolina,Charlotte,Diesel,Individual,Manual,First_Owner,21.02,1248,88.76,200Nm@ 1750-3000rpm,5,Y
297,309,Chevrolet,2012,120000,60000,West,California,San Diego,Petrol,Individual,Manual,Third_Owner,18.6,1199,79.4,108Nm@ 4400rpm,5,Y
1946,2006,Ford,2012,300000,90000,South,Florida,Port Orange,Diesel,Individual,Manual,First_Owner,20.0,1399,68.0,160Nm@ 2000rpm,5,Y
1959,2019,Nissan,2012,350000,50000,South,Florida,Poinciana,Petrol,Individual,Manual,First_Owner,16.95,1498,97.7,134Nm@ 4000rpm,5,Y
286,297,Maruti,2012,330000,50000,West,California,Los Angeles,Petrol,Individual,Manual,Second_Owner,18.6,1197,85.8,114Nm@ 4000rpm,5,Y
285,296,Maruti,2012,330000,50000,South,Georgia,Atlanta,Petrol,Individual,Manual,Second_Owner,18.6,1197,85.8,114Nm@ 4000rpm,5,Y
1979,2040,Nissan,2012,204999,120000,South,Tennessee,Hendersonville,Diesel,Individual,Manual,First_Owner,23.08,1461,63.1,160Nm@ 2000rpm,5,Y
1983,2044,Ford,2012,551000,170000,South,Tennessee,Gallatin,Diesel,Individual,Manual,First_Owner,13.1,2499,141.0,330Nm@ 1800rpm,7,Y
1985,2046,Maruti,2012,160000,62000,South,Tennessee,Germantown,Petrol,Individual,Manual,First_Owner,14.0,796,35.0,6.1kgm@ 3000rpm,5,Y
505,521,Maruti,2012,450000,30000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,17.5,1197,85.8,114Nm@ 4000rpm,5,Y
1551,1600,Mahindra,2012,450000,120000,East,New Jersey,Secaucus,Diesel,Individual,Manual,First_Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,9,Y
501,516,Mahindra,2012,320000,80000,West,California,Los Angeles,Diesel,Individual,Manual,Second_Owner,13.6,2523,63.0,180Nm@ 1440-1500rpm,8,Y
1558,1607,Mahindra,2012,550000,90000,Central,Oklahoma,Bartlesville,Diesel,Individual,Manual,Third_Owner,12.05,2179,120.0,290Nm@ 1800-2800rpm,8,Y
493,508,Ford,2012,300000,85000,East,New York,New York City,Petrol,Individual,Manual,Second_Owner,15.6,1196,70.0,102Nm@ 4000rpm,5,Y
491,506,Chevrolet,2012,220000,70000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,25.44,936,57.6,150Nm@ 1750rpm,5,Y
1605,1656,Honda,2012,600000,144030,West,Washington,Marysville,Petrol,Individual,Manual,First_Owner,12.8,2354,177.6,222Nm@ 4300rpm,5,Y
1770,1825,Tata,2012,229999,50000,Central,Texas,Bryan,Diesel,Individual,Manual,First_Owner,17.0,1405,70.0,"13.5@ 2,500(kgm@ rpm)",5,Y
1544,1593,Mahindra,2012,420000,50000,East,Vermont,Burlington,Diesel,Individual,Manual,First_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,Y
513,529,Volkswagen,2012,450000,90000,East,Massachusetts,Boston,Diesel,Individual,Manual,First_Owner,20.54,1598,103.6,250Nm@ 1500-2500rpm,5,Y
1472,1521,Tata,2012,150000,150000,Central,Michigan,Ann Arbor,Diesel,Individual,Manual,Third_Owner,19.09,1396,69.0,135Nm@ 2500rpm,5,Y
1475,1524,Hyundai,2012,290000,100000,West,Arizona,Sierra Vista,Diesel,Individual,Manual,Second_Owner,21.9,1396,90.0,22.4 kgm at 1750-2750rpm,5,Y
1481,1530,Maruti,2012,495000,80000,South,North Carolina,Sanford,Diesel,Individual,Manual,Second_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,Y
540,558,Hyundai,2012,415000,60000,Central,Texas,Dallas,Petrol,Dealer,Manual,First_Owner,17.7,1497,113.42,144.15nm@ 4500rpm,5,Y
1490,1539,Honda,2012,550000,83000,East,Maryland,Cumberland,Petrol,Individual,Manual,First_Owner,16.8,1497,116.3,146Nm@ 4800rpm,5,Y
1506,1555,Mahindra,2012,250000,119000,West,California,Redwood City,Diesel,Individual,Manual,First_Owner,14.0,2489,95.0,220Nm at 1400-2600 rpm,8,Y
1525,1574,Toyota,2012,550000,57728,West,Utah,Pleasant Grove,Petrol,Trustmark_Dealer,Automatic,First_Owner,14.53,1794,138.1,173Nm@ 4000rpm,5,Y
1541,1590,Tata,2012,158000,110000,West,Oregon,Corvallis,Diesel,Individual,Manual,Second_Owner,19.09,1396,69.0,135Nm@ 2500rpm,5,Y
1628,1679,Hyundai,2012,170000,40000,East,Pennsylvania,Altoona,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,Y
1704,1756,Toyota,2012,600000,145000,Central,Indiana,Bloomington,Diesel,Individual,Manual,Second_Owner,12.99,2494,100.0,200Nm@ 1400-3400rpm,8,Y
1705,1757,Hyundai,2012,300000,120000,Central,Indiana,Anderson,Petrol,Individual,Manual,First_Owner,18.5,1197,82.85,113.7Nm@ 4000rpm,5,Y
1719,1771,Tata,2012,300000,80000,West,Idaho,Meridian,Diesel,Individual,Manual,First_Owner,17.0,1405,70.0,"13.5@ 2,500(kgm@ rpm)",5,Y
433,448,Tata,2012,390000,80000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,13.93,2179,138.03,320Nm@ 1700-2700rpm,7,Y
1756,1809,Chevrolet,2012,125000,40000,Central,Illinois,Waukegan,Petrol,Individual,Manual,Second_Owner,16.2,995,62.1,90.3Nm@ 4200rpm,5,Y
1757,1811,Mahindra,2012,500000,1500000,Central,Illinois,West Chicago,Diesel,Individual,Manual,First_Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7,Y
1759,1813,Maruti,2012,310000,77000,Central,Illinois,West Chicago,Diesel,Individual,Manual,Second_Owner,19.3,1248,73.9,190Nm@ 2000rpm,5,Y
1763,1818,Maruti,2012,260000,16830,Central,Texas,Brownsville,Petrol,Individual,Manual,First_Owner,20.2,998,67.1,90Nm@ 3500rpm,5,Y
447,462,Toyota,2012,730000,250000,South,Florida,Miami,Diesel,Individual,Manual,First_Owner,12.99,2494,100.0,200Nm@ 1400-3400rpm,7,Y
1685,1736,Maruti,2012,80000,120000,Central,Illinois,Woodridge,Petrol,Individual,Manual,Second_Owner,19.7,796,35.0,6.1kgm@ 3000rpm,8,Y
1658,1709,Chevrolet,2012,495000,82000,South,Florida,Ormond Beach,Diesel,Individual,Manual,Third_Owner,17.3,1998,163.7,380Nm@ 2000rpm,5,Y
441,456,Hyundai,2012,525000,120000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5,Y
1766,1821,Mahindra,2013,400000,80000,East,Maryland,Camp Springs,Diesel,Individual,Manual,First_Owner,15.96,2523,63.0,180Nm@ 1440-1500rpm,9,Y
481,496,Chevrolet,2013,170000,70000,South,Florida,Miami,Petrol,Individual,Manual,Second_Owner,18.6,1199,79.4,108Nm@ 4400rpm,5,Y
1350,1394,Skoda,2013,409999,29000,South,Georgia,Columbus,Petrol,Individual,Manual,Second_Owner,15.0,1598,103.5,153Nm@ 3800rpm,5,Y
1353,1397,Honda,2013,350000,65285,South,Georgia,Columbus,Diesel,Dealer,Manual,First_Owner,24.7,1498,98.63,200Nm@ 1750rpm,5,Y
1356,1400,Toyota,2013,270000,52380,Central,Texas,Carrollton,Diesel,Dealer,Manual,First_Owner,23.59,1364,67.04,170Nm@ 1800-2400rpm,5,Y
1377,1421,Ford,2013,240000,100000,South,Florida,Hollywood,Diesel,Individual,Manual,First_Owner,20.0,1399,68.1,160Nm@ 2000rpm,5,Y
1381,1425,Mahindra,2013,351000,100000,South,Florida,Homestead,Diesel,Individual,Manual,Second_Owner,14.0,2498,112.0,260 Nm at 1800-2200 rpm,8,Y
1393,1438,Honda,2013,480000,42462,East,New York,Ithaca,Petrol,Dealer,Manual,First_Owner,16.8,1497,116.3,146Nm@ 4800rpm,5,Y
1399,1446,Maruti,2013,450000,43978,Central,Kansas,Garden City,Diesel,Dealer,Manual,Second_Owner,28.4,1248,74.0,190Nm@ 2000rpm,5,Y
1404,1451,Ford,2013,475000,48000,Central,Kansas,Kansas City,Diesel,Dealer,Manual,Second_Owner,21.7,1498,98.96,215Nm@ 1750-2500rpm,5,Y
1341,1384,Renault,2013,525000,56429,South,Georgia,Atlanta,Diesel,Dealer,Manual,Second_Owner,19.01,1461,108.45,248Nm@ 2250rpm,5,Y
1445,1492,Honda,2013,250000,90000,Central,Illinois,Tinley Park,Diesel,Individual,Manual,Third_Owner,25.8,1498,98.6,200Nm@ 1750rpm,5,Y
1447,1494,Hyundai,2013,330000,150000,Central,Iowa,Urbandale,Petrol,Individual,Automatic,Second_Owner,15.0,1396,98.6,136.3Nm@ 4200rpm,5,Y
1449,1496,Mahindra,2013,400000,90000,Central,Iowa,Waterloo,Diesel,Individual,Manual,Second_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,Y
1451,1498,Mahindra,2013,500000,70000,Central,Iowa,Waterloo,Diesel,Individual,Manual,Second_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,Y
1463,1511,Volkswagen,2013,550000,38000,Central,Michigan,Ann Arbor,Diesel,Individual,Manual,First_Owner,22.07,1199,73.9,180Nm@ 2000rpm,5,Y
1484,1533,Tata,2013,310000,70000,South,North Carolina,Sanford,Diesel,Individual,Manual,First_Owner,25.0,1396,69.0,140Nm@ 1800-3000rpm,5,Y
463,478,Ford,2013,300000,60000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,23.5,1498,90.0,204Nm@ 2000-2750rpm,5,Y
482,497,Toyota,2013,409999,45000,East,New York,New York City,Diesel,Individual,Manual,First_Owner,23.59,1364,67.06,170Nm@ 1800-2400rpm,5,Y
526,544,Toyota,2013,1000000,190000,Central,Michigan,Detroit,Diesel,Individual,Manual,First_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,8,Y
524,542,Ford,2013,200000,70000,West,Washington,Seattle,Diesel,Individual,Manual,Second_Owner,19.68,1399,67.0,160Nm@ 2000rpm,5,Y
1233,1272,Mahindra,2013,480000,100000,Central,Michigan,Dearborn,Diesel,Individual,Manual,First_Owner,15.96,2523,62.1,195Nm@ 1440-2200rpm,9,Y
1268,1307,Maruti,2013,450000,120000,East,New Hampshire,Merrimack,Diesel,Individual,Manual,Second_Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,Y
1322,1365,Mahindra,2013,800000,117000,Central,Minnesota,Burnsville,Diesel,Dealer,Automatic,First_Owner,11.18,2696,184.0,402Nm@ 1600-3000rpm,7,Y
1317,1360,Volkswagen,2013,330000,100000,East,New York,Holbrook,Diesel,Individual,Manual,Third_Owner,20.54,1598,103.6,250Nm@ 1500-2500rpm,5,Y
1309,1352,Hyundai,2013,325000,70000,West,California,Lemon Grove,Diesel,Individual,Manual,Third_Owner,21.9,1396,88.76,219.6Nm@ 1500-2750rpm,5,Y
1303,1345,Renault,2013,360000,81000,South,Florida,Miramar,Diesel,Individual,Manual,Second_Owner,19.01,1461,108.45,248Nm@ 2250rpm,5,Y
503,519,Hyundai,2013,180000,60000,West,California,San Diego,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,Y
1298,1339,Ford,2013,429000,49102,West,Idaho,Boise,Petrol,Dealer,Manual,Second_Owner,18.88,999,123.37,170Nm@ 1400-4500rpm,5,Y
1296,1337,Toyota,2013,819999,110000,South,Florida,Miramar,Diesel,Individual,Manual,First_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,8,Y
489,504,Chevrolet,2013,300000,50000,Central,Michigan,Detroit,Diesel,Individual,Manual,First_Owner,25.44,936,57.6,150Nm@ 1750rpm,5,Y
1620,1671,Maruti,2013,480000,80000,Central,Iowa,Fort Dodge,Diesel,Individual,Manual,First_Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,Y
351,365,Nissan,2013,250000,120000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,23.08,1461,63.1,160Nm@ 2000rpm,5,Y
349,363,Mercedes,2013,1550000,25000,West,Washington,Seattle,Diesel,Individual,Automatic,First_Owner,14.84,2143,170.0,400Nm@ 1400-2800rpm,5,Y
348,362,Hyundai,2013,690000,68000,East,Pennsylvania,Philadelphia,Petrol,Dealer,Automatic,First_Owner,14.5,1797,147.5,177.5Nm@ 4700rpm,5,Y
1655,1706,Hyundai,2013,190000,70000,South,Florida,Ormond Beach,Petrol,Individual,Manual,First_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,Y
342,356,Toyota,2013,400000,70000,South,North Carolina,Charlotte,Diesel,Dealer,Manual,Second_Owner,23.59,1364,67.06,170Nm@ 1800-2400rpm,5,Y
363,377,Maruti,2013,225000,58343,West,California,San Francisco,Petrol,Trustmark_Dealer,Manual,First_Owner,21.79,998,67.05,90Nm@ 3500rpm,5,Y
322,335,Hyundai,2013,500000,50000,West,California,Los Angeles,Petrol,Individual,Manual,Second_Owner,17.1,1591,121.3,154.9Nm@ 4200rpm,5,Y
1665,1716,Maruti,2013,225000,58343,South,Georgia,Evans,Petrol,Trustmark_Dealer,Manual,First_Owner,21.79,998,67.05,90Nm@ 3500rpm,5,Y
1668,1719,Toyota,2013,750000,79328,South,Georgia,East Point,Diesel,Trustmark_Dealer,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7,Y
306,319,Toyota,2013,800000,160000,East,District of Columbia,Washington,Diesel,Individual,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,8,Y
302,314,Maruti,2013,535000,90000,West,California,Los Angeles,Petrol,Individual,Manual,Third_Owner,16.02,1373,93.7,130Nm@ 4000rpm,7,Y
1708,1760,Maruti,2013,450000,140000,Central,Indiana,Bloomington,Petrol,Individual,Manual,First_Owner,16.02,1373,93.7,130Nm@ 4000rpm,7,Y
327,341,Maruti,2013,480000,110000,Central,Illinois,Chicago,Diesel,Individual,Manual,Third_Owner,20.77,1248,88.76,200Nm@ 1750rpm,7,Y
1610,1661,Tata,2013,200000,150000,East,West Virginia,Morgantown,Diesel,Individual,Manual,First_Owner,19.09,1396,69.0,135Nm@ 2500rpm,5,Y
1510,1559,Maruti,2013,275000,80000,Central,Texas,College Station,Petrol,Individual,Manual,Second_Owner,15.1,1196,73.0,101Nm@ 3000rpm,5,Y
424,439,Maruti,2013,530000,120000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,Y
419,434,Toyota,2013,450000,67000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,23.59,1364,67.1,170Nm@ 1800-2400rpm,5,Y
404,419,Toyota,2013,750000,79328,South,Florida,Miami,Diesel,Trustmark_Dealer,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7,Y
401,416,Maruti,2013,225000,58343,Central,Michigan,Detroit,Petrol,Trustmark_Dealer,Manual,First_Owner,21.79,998,67.05,90Nm@ 3500rpm,5,Y
366,380,Toyota,2013,750000,79328,South,North Carolina,Charlotte,Diesel,Trustmark_Dealer,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7,Y
1595,1645,Hyundai,2013,420000,69000,West,Washington,Olympia,Diesel,Individual,Manual,Third_Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5,Y
1594,1644,Hyundai,2013,270000,118000,West,Washington,Marysville,Diesel,Individual,Manual,First_Owner,24.0,1120,70.0,160Nm@ 1500-2750rpm,5,Y
392,407,Hyundai,2013,219000,50000,East,New York,New York City,Petrol,Individual,Manual,Second_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,Y
394,409,Maruti,2013,260000,120000,South,Florida,Miami,Petrol,Individual,Manual,Second_Owner,15.1,1196,73.0,101Nm@ 3000rpm,5,Y
1568,1617,Tata,2013,160000,110000,East,Ohio,Grove City,Diesel,Individual,Manual,First_Owner,19.4,1405,70.0,135.4Nm@ 2500rpm,5,Y
1567,1616,Chevrolet,2013,420000,46815,East,Ohio,Hamilton,Diesel,Individual,Manual,Second_Owner,22.1,1248,76.9,205Nm@ 1750rpm,5,Y
1565,1614,Tata,2013,120000,120000,East,Ohio,Hilliard,Diesel,Individual,Manual,First_Owner,22.3,1248,74.0,190Nm@ 1750-3000rpm,5,Y
1570,1619,Maruti,2013,385000,100000,West,California,East Los Angeles,Diesel,Individual,Manual,Third_Owner,20.77,1248,88.8,200Nm@ 1750rpm,7,Y
1721,1773,Maruti,2013,520000,58000,West,Idaho,Meridian,Diesel,Individual,Manual,First_Owner,23.4,1248,74.0,190Nm@ 2000rpm,5,Y
1199,1238,Mahindra,2013,200000,300000,East,New York,Troy,Diesel,Individual,Manual,First_Owner,14.0,2498,112.0,260 Nm at 1800-2200 rpm,8,Y
879,908,Toyota,2013,409999,90000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,23.59,1364,67.04,170Nm@ 1800-2400rpm,5,Y
881,910,Hyundai,2013,340000,70000,East,District of Columbia,Washington,Petrol,Individual,Manual,First_Owner,18.5,1197,82.85,113.7Nm@ 4000rpm,5,Y
887,916,Maruti,2013,204999,100000,East,District of Columbia,Washington,Petrol,Individual,Manual,Third_Owner,15.1,1196,73.0,101Nm@ 3000rpm,7,Y
650,670,Fiat,2013,400000,90000,South,Florida,Miami,Diesel,Individual,Manual,First_Owner,20.3,1248,92.0,209Nm@ 2000rpm,5,Y
898,927,Toyota,2013,600000,95000,West,California,Los Angeles,Diesel,Individual,Manual,Second_Owner,12.99,2494,100.57,200Nm@ 1400-3400rpm,7,Y
904,933,Maruti,2013,199000,60000,East,Massachusetts,Boston,Petrol,Individual,Manual,Second_Owner,20.2,998,67.1,90Nm@ 3500rpm,5,Y
935,964,Toyota,2013,910000,110000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,12.99,2494,100.0,200Nm@ 1400-3400rpm,7,Y
945,974,Hyundai,2013,700000,120000,Central,Illinois,Chicago,Diesel,Individual,Manual,First_Owner,22.7,1582,126.24,259.87Nm@ 1900-2750rpm,5,Y
946,975,Chevrolet,2013,300000,65000,Central,Illinois,Chicago,Diesel,Individual,Manual,First_Owner,22.1,1248,76.9,205Nm@ 1750rpm,5,Y
951,980,Volkswagen,2013,350000,80000,East,District of Columbia,Washington,Diesel,Individual,Manual,Third_Owner,22.07,1199,73.9,180Nm@ 2000rpm,5,Y
954,983,Maruti,2013,240000,60000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,First_Owner,20.92,998,67.1,90Nm@ 3500rpm,5,Y
961,990,Chevrolet,2013,600000,90000,East,District of Columbia,Washington,Diesel,Individual,Manual,First_Owner,13.58,2499,72.4,171Nm@ 1800rpm,9,Y
965,995,Mahindra,2013,500000,195000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,14.0,2523,75.0,200Nm@ 1400-2200rpm,8,Y
966,996,Maruti,2013,350000,40000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,Y
850,879,Tata,2013,200000,120000,West,Washington,Seattle,Diesel,Individual,Manual,Second_Owner,19.09,1405,69.01,135Nm@ 2500rpm,5,Y
667,687,Mahindra,2013,330000,136000,West,California,Los Angeles,Diesel,Individual,Manual,Second_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,Y
844,873,Hyundai,2013,400000,70000,West,California,Los Angeles,Petrol,Individual,Manual,First_Owner,18.5,1197,82.85,113.7Nm@ 4000rpm,5,Y
751,779,Ford,2013,1075000,110000,Central,Michigan,Detroit,Diesel,Individual,Automatic,Third_Owner,12.8,2953,156.0,380Nm(38.7kgm)@ 2500rpm,7,Y
733,759,Hyundai,2013,200000,80000,East,New York,New York City,Petrol,Individual,Manual,Second_Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5,Y
729,754,Tata,2013,300000,90000,West,California,Los Angeles,Diesel,Individual,Manual,First_Owner,25.0,1396,69.0,140Nm@ 1800-3000rpm,5,Y
762,790,Tata,2013,175000,120000,West,Washington,Seattle,Diesel,Individual,Manual,First_Owner,19.09,1396,69.0,135Nm@ 2500rpm,5,Y
712,734,Skoda,2013,380000,90000,East,Pennsylvania,Philadelphia,Diesel,Individual,Manual,Second_Owner,20.5,1598,103.5,250Nm@ 1500-2500rpm,5,Y
769,797,Maruti,2013,430000,86000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,22.9,1248,74.0,190Nm@ 2000rpm,5,Y
708,730,Tata,2013,280000,80000,Central,Michigan,Detroit,Diesel,Individual,Manual,First_Owner,21.02,1248,88.76,200Nm@ 1750-3000rpm,5,Y
783,811,Maruti,2013,500000,60000,East,District of Columbia,Washington,Petrol,Individual,Manual,First_Owner,16.02,1373,93.7,130Nm@ 4000rpm,7,Y
785,813,Maruti,2013,500000,60000,West,Washington,Seattle,Petrol,Individual,Manual,First_Owner,16.02,1373,93.7,130Nm@ 4000rpm,7,Y
669,690,Hyundai,2013,200000,90000,East,Massachusetts,Boston,Petrol,Individual,Manual,First_Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5,Y
831,859,Chevrolet,2013,229999,46000,East,Pennsylvania,Philadelphia,Petrol,Individual,Manual,First_Owner,18.2,1199,84.8,113Nm@ 5000rpm,5,Y
828,856,Maruti,2013,600000,60000,Central,Illinois,Chicago,Diesel,Individual,Manual,First_Owner,20.77,1248,88.8,200Nm@ 1750rpm,7,Y
636,656,Toyota,2013,750000,79328,West,California,Los Angeles,Diesel,Trustmark_Dealer,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7,Y
795,823,Maruti,2013,250000,90000,West,Washington,Seattle,Petrol,Individual,Manual,Second_Owner,20.51,998,67.04,90Nm@ 3500rpm,5,Y
1198,1237,Maruti,2013,166000,50000,East,New York,Troy,Petrol,Individual,Manual,First_Owner,16.8,796,34.2,59Nm@ 2500rpm,5,Y
633,653,Maruti,2013,225000,58343,West,Washington,Seattle,Petrol,Trustmark_Dealer,Manual,First_Owner,21.79,998,67.05,90Nm@ 3500rpm,5,Y
985,1015,Mahindra,2013,900000,85036,Central,Illinois,Chicago,Diesel,Dealer,Manual,Second_Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7,Y
579,599,Honda,2013,500000,116104,East,New York,New York City,Diesel,Dealer,Manual,First_Owner,25.8,1498,98.6,200Nm@ 1750rpm,5,Y
1090,1122,Maruti,2013,225000,58343,East,New York,East Meadow,Petrol,Trustmark_Dealer,Manual,First_Owner,21.79,998,67.05,90Nm@ 3500rpm,5,Y
1093,1125,Toyota,2013,750000,79328,East,New York,Elmira,Diesel,Trustmark_Dealer,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7,Y
1109,1141,Maruti,2013,225000,58343,South,Arkansas,Little Rock,Petrol,Trustmark_Dealer,Manual,First_Owner,21.79,998,67.05,90Nm@ 3500rpm,5,Y
1112,1144,Toyota,2013,750000,79328,South,Arkansas,Paragould,Diesel,Trustmark_Dealer,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7,Y
569,589,Mitsubishi,2013,950000,181491,Central,Illinois,Chicago,Diesel,Dealer,Manual,First_Owner,13.5,2477,175.56,400Nm@ 2000-2500rpm,7,Y
1126,1158,Tata,2013,200000,175000,East,Maine,Saco,Diesel,Individual,Manual,Second_Owner,19.09,1396,69.0,135Nm@ 2500rpm,5,Y
562,582,Ford,2013,245000,70000,West,California,San Francisco,Diesel,Individual,Manual,Second_Owner,20.0,1399,68.1,160Nm@ 2000rpm,5,Y
581,601,Toyota,2013,1500000,148120,West,California,Los Angeles,Diesel,Dealer,Manual,First_Owner,14.24,2755,174.5,420Nm@ 1400-2600rpm,7,Y
1149,1181,Mahindra,2013,467000,157000,Central,Oklahoma,Owasso,Diesel,Individual,Manual,First_Owner,15.96,2523,62.1,195Nm@ 1400-2200rpm,7,Y
557,575,Hyundai,2013,525000,75000,South,Florida,Miami,Diesel,Individual,Automatic,First_Owner,22.32,1582,126.3,259.9Nm@ 1900-2750rpm,5,Y
1158,1193,Toyota,2013,850000,110000,South,Tennessee,Cleveland,Diesel,Individual,Manual,Second_Owner,12.99,2494,100.0,200Nm@ 1400-3400rpm,8,Y
1160,1195,Maruti,2013,250000,27000,South,Tennessee,Columbia,Petrol,Individual,Manual,First_Owner,20.92,998,67.1,90Nm@ 3500rpm,5,Y
1173,1209,Renault,2013,434999,120000,South,Alabama,Madison,Diesel,Individual,Manual,First_Owner,21.64,1461,84.8,200Nm@ 2000rpm,5,Y
553,571,Maruti,2013,630000,120000,East,New York,New York City,Diesel,Individual,Manual,Second_Owner,20.77,1248,88.8,200Nm@ 1750rpm,7,Y
1179,1218,Tata,2013,80000,30000,Central,Wisconsin,Eau Claire,Petrol,Individual,Manual,First_Owner,25.4,624,37.48,51Nm@ 4000+/-500rpm,4,Y
1074,1106,Toyota,2013,750000,79328,South,North Carolina,Greenville,Diesel,Trustmark_Dealer,Manual,Second_Owner,12.99,2494,100.6,200Nm@ 1200-3600rpm,7,Y
986,1017,Ford,2013,600000,125531,East,Massachusetts,Boston,Diesel,Dealer,Manual,Second_Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5,Y
992,1023,Maruti,2013,409999,100000,West,California,Los Angeles,Diesel,Individual,Manual,Third_Owner,23.2,1248,73.94,190Nm@ 2000rpm,5,Y
998,1029,Hyundai,2013,310000,70000,Central,Illinois,Highland Park,Petrol,Individual,Manual,First_Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5,Y
1013,1044,Mahindra,2013,950000,49700,West,Washington,Federal Way,Diesel,Individual,Manual,First_Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7,Y
1017,1049,Maruti,2013,215000,25000,West,Washington,Everett,Petrol,Individual,Manual,First_Owner,20.92,998,67.1,90Nm@ 3500rpm,5,Y
1026,1058,BMW,2013,3750000,56000,West,Washington,Elk Plain,Diesel,Dealer,Automatic,First_Owner,11.2,2993,241.0,540Nm@ 2000rpm,4,Y
